Timestamp,EURUSD_Ask,GBPUSD_Ask,CHFUSD_Ask,JPYUSD_Ask
2014-11-08 00:00:00,1.340446949005127,1.6776800155639648,1.1037832498550415,0.009789790026843548
2014-11-08 00:00:10,1.3404285907745361,1.6776058673858643,1.1037832498550415,0.009789601899683475
2014-11-08 00:00:20,1.3404242992401123,1.6775528192520142,1.1037710905075073,0.00978882610797882
2014-11-08 00:00:30,1.3404300212860107,1.677582025527954,1.1037771701812744,0.009788352996110916
2014-11-08 00:00:40,1.3404300212860107,1.6776000261306763,1.1037873029708862,0.009788548573851585
2014-11-08 00:00:50,1.340417504310608,1.6775966882705688,1.1037873029708862,0.009789107367396355
2014-11-08 00:01:00,1.3404099941253662,1.6775799989700317,1.1037771701812744,0.009789548814296722
2014-11-08 00:01:10,1.3403732776641846,1.6775799989700317,1.1037771701812744,0.009789563715457916
2014-11-08 00:01:20,1.340374231338501,1.6775288581848145,1.103767991065979,0.00978946778923273
2014-11-08 00:01:30,1.3403400182724,1.6775175333023071,1.1037451028823853,0.00978973601013422
2014-11-08 00:01:40,1.3403539657592773,1.6775050163269043,1.1037771701812744,0.009791575372219086
2014-11-08 00:01:50,1.3403533697128296,1.677474021911621,1.103763461112976,0.009791658259928226
2014-11-08 00:02:00,1.3403514623641968,1.6774699687957764,1.103716254234314,0.009791065938770771
2014-11-08 00:02:10,1.3403443098068237,1.677401065826416,1.103716254234314,0.009790797717869282
2014-11-08 00:02:20,1.340341329574585,1.677401065826416,1.103716254234314,0.009791212156414986
2014-11-08 00:02:30,1.3403480052947998,1.6772842407226562,1.103716254234314,0.009791010990738869
2014-11-08 00:02:40,1.3403675556182861,1.677204966545105,1.103716254234314,0.00979092437773943
2014-11-08 00:02:50,1.3403700590133667,1.677187442779541,1.1037243604660034,0.009791091084480286
2014-11-08 00:03:00,1.3403325080871582,1.6771587133407593,1.1037344932556152,0.009791473858058453
2014-11-08 00:03:10,1.3403325080871582,1.6771377325057983,1.1037356853485107,0.009791754186153412
2014-11-08 00:03:20,1.3403325080871582,1.6771377325057983,1.103716254234314,0.009792011231184006
2014-11-08 00:03:30,1.3403520584106445,1.6771414279937744,1.103718638420105,0.009791887365281582
2014-11-08 00:03:40,1.3403849601745605,1.677214503288269,1.1037243604660034,0.009791359305381775
2014-11-08 00:03:50,1.3403899669647217,1.6773124933242798,1.1037253141403198,0.009791410528123379
